ID1_price,Hour,DayOfWeek,Month,action,reward,cumulative_reward
-5.75,0,0,1,1,0.0,0.0
-4.07,1,0,1,0,2.5740940153770615,2.5740940153770615
-3.84,2,0,1,1,0.0,2.5740940153770615
1.02,3,0,1,1,0.0,2.5740940153770615
3.88,4,0,1,1,0.0,2.5740940153770615
11.7,5,0,1,1,0.0,2.5740940153770615
2.31,6,0,1,1,0.0,2.5740940153770615
7.97,7,0,1,1,0.0,2.5740940153770615
24.97,8,0,1,1,0.0,2.5740940153770615
-4.74,9,0,1,1,0.0,2.5740940153770615
-4.59,10,0,1,1,0.0,2.5740940153770615
7.91,11,0,1,1,0.0,2.5740940153770615
-10.23,12,0,1,1,0.0,2.5740940153770615
-10.51,13,0,1,1,0.0,2.5740940153770615
9.38,14,0,1,1,0.0,2.5740940153770615
50.43,15,0,1,1,0.0,2.5740940153770615
52.19,16,0,1,1,0.0,2.5740940153770615
59.05,17,0,1,1,0.0,2.5740940153770615
56.63,18,0,1,1,0.0,2.5740940153770615
47.26,19,0,1,1,0.0,2.5740940153770615
37.43,20,0,1,1,0.0,2.5740940153770615
45.99,21,0,1,1,0.0,2.5740940153770615
28.94,22,0,1,1,0.0,2.5740940153770615
17.08,23,0,1,1,0.0,2.5740940153770615
22.08,0,1,1,2,12.568156332573206,15.142250347950268
17.27,1,1,1,0,-10.922507038221584,4.219743309728685
11.88,2,1,1,1,0.0,4.219743309728685
13.58,3,1,1,1,0.0,4.219743309728685
12.26,4,1,1,1,0.0,4.219743309728685
12.49,5,1,1,1,0.0,4.219743309728685
27.48,6,1,1,1,0.0,4.219743309728685
46.12,7,1,1,1,0.0,4.219743309728685
50.72,8,1,1,1,0.0,4.219743309728685
69.43,9,1,1,1,0.0,4.219743309728685
77.74,10,1,1,1,0.0,4.219743309728685
72.78,11,1,1,1,0.0,4.219743309728685
82.78,12,1,1,1,0.0,4.219743309728685
81.12,13,1,1,1,0.0,4.219743309728685
76.78,14,1,1,1,0.0,4.219743309728685
76.79,15,1,1,1,0.0,4.219743309728685
82.07,16,1,1,1,0.0,4.219743309728685
78.52,17,1,1,1,0.0,4.219743309728685
67.32,18,1,1,1,0.0,4.219743309728685
63.67,19,1,1,1,0.0,4.219743309728685
36.52,20,1,1,1,0.0,4.219743309728685
34.66,21,1,1,1,0.0,4.219743309728685
20.31,22,1,1,1,0.0,4.219743309728685
36.08,23,1,1,2,20.537096036197525,24.75683934592621
32.17,0,2,1,1,0.0,24.75683934592621
10.26,1,2,1,0,-6.488993758665516,18.267845587260695
21.12,2,2,1,1,0.0,18.267845587260695
3.83,3,2,1,1,0.0,18.267845587260695
7.09,4,2,1,1,0.0,18.267845587260695
7.44,5,2,1,1,0.0,18.267845587260695
30.65,6,2,1,1,0.0,18.267845587260695
61.46,7,2,1,1,0.0,18.267845587260695
62.97,8,2,1,1,0.0,18.267845587260695
72.69,9,2,1,1,0.0,18.267845587260695
71.12,10,2,1,1,0.0,18.267845587260695
58.35,11,2,1,1,0.0,18.267845587260695
47.31,12,2,1,1,0.0,18.267845587260695
74.72,13,2,1,1,0.0,18.267845587260695
71.42,14,2,1,1,0.0,18.267845587260695
58.8,15,2,1,1,0.0,18.267845587260695
80.94,16,2,1,1,0.0,18.267845587260695
88.19,17,2,1,1,0.0,18.267845587260695
88.82,18,2,1,1,0.0,18.267845587260695
80.0,19,2,1,1,0.0,18.267845587260695
82.88,20,2,1,1,0.0,18.267845587260695
77.98,21,2,1,1,0.0,18.267845587260695
58.12,22,2,1,1,0.0,18.267845587260695
66.29,23,2,1,2,37.73292949666114,56.00077508392184
62.5,0,3,1,1,0.0,56.00077508392184
47.31,1,3,1,0,-29.92147122051321,26.079303863408626
12.72,2,3,1,2,7.240350930721522,33.319654794130145
-1.12,3,3,1,0,0.7083501958777172,34.028004990007865
12.48,4,3,1,1,0.0,34.028004990007865
46.4,5,3,1,1,0.0,34.028004990007865
75.35,6,3,1,1,0.0,34.028004990007865
87.91,7,3,1,1,0.0,34.028004990007865
79.56,8,3,1,1,0.0,34.028004990007865
89.77,9,3,1,1,0.0,34.028004990007865
72.56,10,3,1,1,0.0,34.028004990007865
84.92,11,3,1,1,0.0,34.028004990007865
95.06,12,3,1,1,0.0,34.028004990007865
82.61,13,3,1,1,0.0,34.028004990007865
97.6,14,3,1,1,0.0,34.028004990007865
101.77,15,3,1,1,0.0,34.028004990007865
102.04,16,3,1,1,0.0,34.028004990007865
149.76,17,3,1,1,0.0,34.028004990007865
177.99,18,3,1,2,101.31368413200659,135.34168912201446
114.0,19,3,1,1,0.0,135.34168912201446
107.63,20,3,1,1,0.0,135.34168912201446
86.18,21,3,1,0,-54.505017750662205,80.83667137135225
88.02,22,3,1,2,50.101862336643734,130.938533707996
76.28,23,3,1,1,0.0,130.938533707996
87.74,0,4,1,1,0.0,130.938533707996
80.2,1,4,1,1,0.0,130.938533707996
82.7,2,4,1,0,-52.304072499185004,78.63446120881099
70.89,3,4,1,1,0.0,78.63446120881099
62.81,4,4,1,1,0.0,78.63446120881099
67.8,5,4,1,1,0.0,78.63446120881099
87.93,6,4,1,1,0.0,78.63446120881099
83.11,7,4,1,1,0.0,78.63446120881099
100.88,8,4,1,1,0.0,78.63446120881099
83.61,9,4,1,1,0.0,78.63446120881099
90.98,10,4,1,1,0.0,78.63446120881099
86.47,11,4,1,1,0.0,78.63446120881099
85.41,12,4,1,1,0.0,78.63446120881099
87.18,13,4,1,1,0.0,78.63446120881099
100.03,14,4,1,1,0.0,78.63446120881099
91.49,15,4,1,1,0.0,78.63446120881099
100.06,16,4,1,1,0.0,78.63446120881099
108.14,17,4,1,1,0.0,78.63446120881099
99.11,18,4,1,1,0.0,78.63446120881099
99.67,19,4,1,1,0.0,78.63446120881099
89.87,20,4,1,1,0.0,78.63446120881099
89.19,21,4,1,2,50.7678380118752,129.4022992206862
102.88,22,4,1,1,0.0,129.4022992206862
83.37,23,4,1,1,0.0,129.4022992206862
95.94,0,5,1,1,0.0,129.4022992206862
90.28,1,5,1,1,0.0,129.4022992206862
87.87,2,5,1,0,-55.573867599799115,73.82843162088707
88.12,3,5,1,1,0.0,73.82843162088707
86.95,4,5,1,1,0.0,73.82843162088707
87.62,5,5,1,1,0.0,73.82843162088707
85.24,6,5,1,1,0.0,73.82843162088707
90.65,7,5,1,1,0.0,73.82843162088707
89.4,8,5,1,1,0.0,73.82843162088707
87.0,9,5,1,1,0.0,73.82843162088707
85.82,10,5,1,1,0.0,73.82843162088707
96.62,11,5,1,1,0.0,73.82843162088707
97.67,12,5,1,1,0.0,73.82843162088707
95.68,13,5,1,1,0.0,73.82843162088707
107.81,14,5,1,1,0.0,73.82843162088707
90.57,15,5,1,1,0.0,73.82843162088707
98.41,16,5,1,1,0.0,73.82843162088707
116.49,17,5,1,1,0.0,73.82843162088707
118.46,18,5,1,1,0.0,73.82843162088707
118.49,19,5,1,1,0.0,73.82843162088707
104.16,20,5,1,1,0.0,73.82843162088707
102.52,21,5,1,2,58.35540702968321,132.1838386505703
91.53,22,5,1,1,0.0,132.1838386505703
86.2,23,5,1,1,0.0,132.1838386505703
97.42,0,6,1,1,0.0,132.1838386505703
85.23,1,6,1,0,-53.90418499523021,78.27965365534008
83.78,2,6,1,2,47.688412026403235,125.96806568174333
86.75,3,6,1,0,-54.865517403921395,71.10254827782194
77.98,4,6,1,1,0.0,71.10254827782194
84.19,5,6,1,1,0.0,71.10254827782194
82.56,6,6,1,1,0.0,71.10254827782194
80.26,7,6,1,1,0.0,71.10254827782194
82.51,8,6,1,1,0.0,71.10254827782194
93.94,9,6,1,1,0.0,71.10254827782194
95.71,10,6,1,1,0.0,71.10254827782194
112.45,11,6,1,1,0.0,71.10254827782194
104.93,12,6,1,1,0.0,71.10254827782194
112.23,13,6,1,1,0.0,71.10254827782194
120.91,14,6,1,1,0.0,71.10254827782194
115.9,15,6,1,1,0.0,71.10254827782194
127.12,16,6,1,1,0.0,71.10254827782194
118.07,17,6,1,1,0.0,71.10254827782194
104.97,18,6,1,1,0.0,71.10254827782194
91.49,19,6,1,1,0.0,71.10254827782194
86.58,20,6,1,2,49.28219996712809,120.38474824495003
90.68,21,6,1,1,0.0,120.38474824495003
99.86,22,6,1,1,0.0,120.38474824495003
81.32,23,6,1,1,0.0,120.38474824495003
62.75,0,0,1,1,0.0,120.38474824495003
68.87,1,0,1,1,0.0,120.38474824495003
61.31,2,0,1,0,-38.77584866898468,81.60889957596535
52.51,3,0,1,1,0.0,81.60889957596535
60.23,4,0,1,1,0.0,81.60889957596535
74.49,5,0,1,1,0.0,81.60889957596535
82.83,6,0,1,1,0.0,81.60889957596535
92.23,7,0,1,1,0.0,81.60889957596535
107.35,8,0,1,1,0.0,81.60889957596535
105.16,9,0,1,1,0.0,81.60889957596535
105.01,10,0,1,1,0.0,81.60889957596535
107.8,11,0,1,1,0.0,81.60889957596535
107.11,12,0,1,1,0.0,81.60889957596535
