Price Only,Calendar Features,Forecasts Features,Full Forecasts + Calendar,Short Forecasts + Calendar,Long Forecasts + Calendar,Perfect Foresight ILP
3.6366193294525146,3.6366193294525146,3.6366193294525146,0.0,3.6366193294525146,3.6366193294525146,3.636619309193637
3.6366193294525146,3.6366193294525146,1.319934606552124,0.0,1.319934606552124,1.319934606552124,1.3199346953542817
3.6366193294525146,3.6366193294525146,3.748563766479492,0.0,3.748563766479492,3.748563766479492,3.7485639383635974
3.6366193294525146,3.6366193294525146,3.748563766479492,0.0,4.3291579484939575,4.3291579484939575,3.7485639383635974
3.6366193294525146,3.6366193294525146,3.748563766479492,0.0,1.8752304315567017,1.8752304315567017,3.7485639383635974
3.6366193294525146,3.6366193294525146,3.748563766479492,0.0,1.8752304315567017,8.534987092018127,10.408320690678204
3.6366193294525146,3.6366193294525146,3.748563766479492,0.0,1.8752304315567017,7.074014782905579,8.947348411680412
3.6366193294525146,8.173222780227661,8.285167217254639,0.0,1.8752304315567017,11.610618233680725,8.947348411680412
3.6366193294525146,-7.619191884994507,8.285167217254639,0.0,16.088403344154358,-4.181796431541443,23.160521583073212
3.6366193294525146,-7.619191884994507,11.283006429672241,0.0,19.08624255657196,-6.879851698875427,26.158360804912835
3.6366193294525146,-7.619191884994507,8.670332670211792,0.0,16.47356879711151,-3.97688090801239,26.158360804912835
3.6366193294525146,-7.619191884994507,8.670332670211792,0.0,16.47356879711151,-3.97688090801239,30.660811737460573
3.6366193294525146,-7.619191884994507,15.140352964401245,0.0,22.943589091300964,-3.97688090801239,30.660811737460573
3.6366193294525146,-7.619191884994507,15.140352964401245,0.0,16.96119201183319,-3.97688090801239,37.30791937913451
3.6366193294525146,-7.619191884994507,15.140352964401245,-5.932433128356934,11.028758883476257,-3.97688090801239,37.30791937913451
3.6366193294525146,-7.619191884994507,15.140352964401245,-5.932433128356934,39.734018206596375,-13.97688090801239,37.30791937913451
3.6366193294525146,-7.619191884994507,15.140352964401245,-5.932433128356934,39.734018206596375,-23.97688090801239,37.30791937913451
3.6366193294525146,-7.619191884994507,15.140352964401245,-5.932433128356934,39.734018206596375,9.634969830513,70.91976862906422
3.6366193294525146,24.61516785621643,15.140352964401245,-5.932433128356934,3.9180620908737183,-26.180986285209656,70.91976862906422
3.6366193294525146,24.61516785621643,15.140352964401245,-5.932433128356934,30.818925738334656,0.7198773622512817,70.91976862906422
3.6366193294525146,24.61516785621643,15.140352964401245,-5.932433128356934,7.146114230155945,-22.95293414592743,47.24695806504373
3.6366193294525146,24.61516785621643,15.140352964401245,-5.932433128356934,33.32408130168915,3.225032925605774,73.42492499144961
3.6366193294525146,24.61516785621643,15.140352964401245,-5.932433128356934,15.020818591117859,-15.078229784965515,73.42492499144961
3.6366193294525146,24.61516785621643,15.140352964401245,-5.932433128356934,24.742924571037292,-25.078229784965515,62.62258450431443
3.6366193294525146,24.61516785621643,15.140352964401245,6.635723114013672,10.77830684185028,-12.51007354259491,75.19074083688764
3.6366193294525146,24.61516785621643,15.140352964401245,6.635723114013672,10.77830684185028,-12.51007354259491,75.19074083688764
3.6366193294525146,17.101596117019653,15.140352964401245,6.635723114013672,10.77830684185028,-20.023645281791687,67.67716911632758
3.6366193294525146,17.101596117019653,15.140352964401245,6.635723114013672,18.50817859172821,-12.293773531913757,67.67716911632758
3.6366193294525146,17.101596117019653,15.140352964401245,6.635723114013672,10.754273772239685,-20.047678351402283,67.67716911632758
3.6366193294525146,17.101596117019653,15.140352964401245,6.635723114013672,10.754273772239685,-20.047678351402283,67.67716911632758
3.6366193294525146,17.101596117019653,15.140352964401245,6.635723114013672,10.754273772239685,-4.405787825584412,67.67716911632758
3.6366193294525146,17.101596117019653,15.140352964401245,6.635723114013672,10.754273772239685,-33.57463777065277,67.67716911632758
3.6366193294525146,17.101596117019653,15.140352964401245,6.635723114013672,39.62460458278656,-4.704306960105896,67.67716911632758
3.6366193294525146,17.101596117019653,54.66060137748718,6.635723114013672,39.62460458278656,-48.61569535732269,67.67716911632758
3.6366193294525146,17.101596117019653,54.66060137748718,6.635723114013672,39.62460458278656,-4.365310072898865,67.67716911632758
3.6366193294525146,17.101596117019653,54.66060137748718,6.635723114013672,39.62460458278656,-4.365310072898865,67.67716911632758
3.6366193294525146,17.101596117019653,54.66060137748718,6.635723114013672,39.62460458278656,-4.365310072898865,114.7963711639005
