ID1_price,Hour,DayOfWeek,Month,action,reward,cumulative_reward
-5.75,0,0,1,0,3.6366193294525146,3.6366193294525146
-4.07,1,0,1,2,-2.3166847229003906,1.319934606552124
-3.84,2,0,1,0,2.428629159927368,3.748563766479492
1.02,3,0,1,1,0.0,3.748563766479492
3.88,4,0,1,1,0.0,3.748563766479492
11.7,5,0,1,1,0.0,3.748563766479492
2.31,6,0,1,1,0.0,3.748563766479492
7.97,7,0,1,2,4.5366034507751465,8.285167217254639
24.97,8,0,1,1,0.0,8.285167217254639
-4.74,9,0,1,0,2.9978392124176025,11.283006429672241
-4.59,10,0,1,2,-2.612673759460449,8.670332670211792
7.91,11,0,1,1,0.0,8.670332670211792
-10.23,12,0,1,0,6.470020294189453,15.140352964401245
-10.51,13,0,1,1,0.0,15.140352964401245
9.38,14,0,1,1,0.0,15.140352964401245
50.43,15,0,1,1,0.0,15.140352964401245
52.19,16,0,1,1,0.0,15.140352964401245
59.05,17,0,1,1,0.0,15.140352964401245
56.63,18,0,1,1,0.0,15.140352964401245
47.26,19,0,1,1,0.0,15.140352964401245
37.43,20,0,1,1,0.0,15.140352964401245
45.99,21,0,1,1,0.0,15.140352964401245
28.94,22,0,1,1,0.0,15.140352964401245
17.08,23,0,1,1,0.0,15.140352964401245
22.08,0,1,1,1,0.0,15.140352964401245
17.27,1,1,1,1,0.0,15.140352964401245
11.88,2,1,1,1,0.0,15.140352964401245
13.58,3,1,1,1,0.0,15.140352964401245
12.26,4,1,1,1,0.0,15.140352964401245
12.49,5,1,1,1,0.0,15.140352964401245
27.48,6,1,1,1,0.0,15.140352964401245
46.12,7,1,1,1,0.0,15.140352964401245
50.72,8,1,1,1,0.0,15.140352964401245
69.43,9,1,1,2,39.52024841308594,54.66060137748718
77.74,10,1,1,1,0.0,54.66060137748718
72.78,11,1,1,1,0.0,54.66060137748718
82.78,12,1,1,1,0.0,54.66060137748718
81.12,13,1,1,1,0.0,54.66060137748718
76.78,14,1,1,1,0.0,54.66060137748718
76.79,15,1,1,0,-48.566261291503906,6.094340085983276
82.07,16,1,1,1,0.0,6.094340085983276
78.52,17,1,1,1,0.0,6.094340085983276
67.32,18,1,1,1,0.0,6.094340085983276
63.67,19,1,1,2,36.241600036621094,42.33594012260437
